,AAPL,ABEV,ABT,ADBE,ADP,AGRO,AIG,AMD,AMGN,AMX,AMZN,ARCO,AUY,AVY,AXP,AZN,BA,BABA,BAC,BBD,BBVA,BCS,BG,BHP,BIDU,BIIB,BMY,BP,BRFS,BSBR,C,CAR,CAT,CBD,CDE,CHA,CHL,CL,COST,CRM,CS,CSCO,CVX,CX,DD,DE,DEO,DESP,DIS,EBAY,ERIC,ERJ,FB,FCX,FDX,FMX,GE,GGB,GILD,GLOB,GOLD,GOOGL,GRMN,GS,GSK,HD,HL,HMC,HMY,HNP,HON,HPQ,HSBC,IBM,IBN,INFY,ING,INTC,ITUB,JD,JNJ,JPM,KMB,KO,KOF,LLY,LMT,LVS,LYG,MCD,MDT,MELI,MMM,MO,MRK,MSFT,MSI,NEM,NFLX,NGG,NKE,NOK,NUE,NVDA,NVS,OGZPY,ORCL,PBR,PEP,PFE,PG,PTR,PYPL,QCOM,RDSB.L,RIO,RTX,SAP,SBS,SBUX,SID,SIEGY,SLB,SNA,SNAP,SNE,SNP,SUZ,T,TEF,TGT,TIIAY,TM,TMO,TOT,TRIP,TRV,TSLA,TSM,TSU,TWTR,TX,TXN,UGP,UN,USB,V,VALE,VIV,VOD,VRSN,VZ,WFC,WMT,X,XOM,XRX,YELP,YZCAY
,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,79.58,4.51,90.4,351.37,177.21,7.48,51.06,50.35,225.59,16.68,1861.64,8.0,4.06,129.68,135.11,49.28,323.05,213.75,33.54,8.16,5.03,9.0,54.32,54.44,130.0,278.14,64.16,38.13,8.02,10.5,78.42,34.2,140.38,21.28,6.03,40.34,44.79,70.3,310.51,182.11,13.46,48.85,111.85,4.22,59.39,170.12,169.19,12.77,140.08,35.36,8.33,17.83,217.94,11.84,154.07,93.62,11.71,5.17,63.15,124.18,18.71,1466.17,99.59,241.92,47.23,232.0,3.19,26.89,3.67,21.0,177.13,21.98,37.52,140.56,14.66,11.03,11.27,68.47,8.13,39.55,148.32,133.15,143.42,57.68,62.72,139.07,432.5,67.85,3.0,211.24,119.26,660.58,178.15,50.25,85.98,165.04,179.66,44.29,353.16,66.29,102.03,4.05,50.33,250.48,93.87,7.59,54.07,14.77,142.92,39.82,125.14,47.35,116.98,89.65,2200.0,57.76,96.41,139.06,14.87,92.03,3.5,64.64,35.77,165.97,19.05,71.88,57.16,10.38,38.5,6.71,114.32,5.48,142.76,333.68,52.26,29.74,134.78,112.96,57.73,19.57,33.19,22.74,130.52,6.56,57.5,53.84,205.0,12.84,14.31,20.4,212.75,60.28,47.57,114.37,9.4,66.32,35.52,36.12,8.06
2020-01-27,77.24,4.38,89.59,346.9,175.74,7.39,50.13,49.26,222.95,16.19,1828.34,7.76,4.08,127.84,130.64,48.9,316.6,205.47,32.85,7.92,4.95,8.84,51.84,52.75,126.28,281.14,63.7,37.44,7.47,10.32,76.71,32.75,135.73,20.01,6.0,39.91,44.16,70.1,309.45,180.71,13.12,47.47,110.39,4.15,57.39,163.28,166.4,12.44,135.9,35.48,8.25,17.34,214.87,10.9,148.49,91.04,11.44,4.74,63.83,123.25,18.62,1431.73,98.43,238.14,46.48,231.19,3.18,26.46,3.56,20.61,173.54,21.58,36.51,138.62,14.79,10.99,10.96,65.69,7.93,37.65,148.75,132.03,143.96,57.48,60.79,138.31,432.38,63.27,2.95,209.34,119.23,653.86,175.63,49.77,86.1,162.28,178.0,44.56,342.88,65.46,100.24,3.94,49.18,240.2,93.7,7.29,52.69,14.21,142.14,40.16,125.69,46.12,115.24,87.05,2151.5,55.1,95.05,136.25,14.51,88.73,3.23,63.23,33.96,162.9,18.62,71.31,55.28,9.7,38.25,6.65,115.78,5.39,141.06,330.96,50.81,28.94,133.73,111.6,55.26,19.61,32.78,21.29,126.31,6.29,56.76,53.54,201.69,12.0,14.38,20.07,209.77,59.91,47.1,115.86,9.09,64.74,35.05,35.35,7.72
2020-01-28,79.42,4.48,89.54,354.63,178.3,7.48,50.41,50.53,224.84,16.83,1853.25,7.93,3.89,129.21,132.45,49.6,316.56,210.23,33.24,7.97,5.02,8.92,51.61,53.01,126.93,281.95,64.81,37.41,7.49,10.33,77.24,33.76,136.74,20.56,5.59,39.85,44.3,69.71,310.85,182.85,13.01,47.77,111.12,4.35,57.94,162.98,162.95,14.75,138.37,36.21,8.32,17.46,217.79,11.3,148.4,92.66,11.73,4.82,64.36,130.1,18.0,1450.5,101.92,242.58,46.8,233.86,2.88,26.49,3.27,20.69,175.46,21.64,36.73,139.55,14.86,11.1,11.1,67.31,7.96,38.91,149.5,134.43,144.89,57.01,61.59,139.26,437.17,64.41,2.98,210.39,119.18,674.72,165.58,50.17,86.25,165.46,179.07,44.3,348.52,66.06,100.41,4.02,49.47,247.97,95.54,7.49,53.46,14.5,142.44,38.14,126.03,46.02,116.52,89.15,2154.5,55.51,96.2,132.46,15.36,88.6,3.2,63.61,33.96,164.8,18.99,72.02,55.5,9.85,38.58,6.89,115.44,5.49,142.58,333.26,51.07,28.79,134.39,113.38,57.09,20.15,33.42,21.35,128.04,6.39,57.37,53.86,202.85,12.18,14.54,20.33,210.97,60.7,47.37,116.6,9.18,64.65,36.78,35.41,7.77
2020-01-29,81.08,4.27,89.14,351.66,171.04,7.51,50.35,47.51,227.15,17.26,1858.0,7.92,3.98,136.23,131.68,49.66,322.02,212.02,33.01,7.78,5.07,8.89,51.05,52.92,126.47,282.52,64.14,37.17,7.32,10.07,76.48,33.57,135.78,20.23,5.94,39.79,43.54,68.83,309.58,181.77,13.03,47.05,110.37,4.27,57.69,160.16,160.83,14.64,136.06,34.58,8.12,17.26,223.23,11.29,148.06,93.13,12.94,4.76,64.3,125.79,18.37,1456.7,100.53,240.12,47.19,234.02,3.05,26.55,3.29,20.18,175.67,21.43,36.7,137.69,14.73,11.06,11.08,66.33,7.79,39.14,150.54,134.23,143.2,57.01,61.91,139.92,433.84,64.7,2.96,214.44,118.37,668.61,162.0,50.11,87.24,168.04,179.42,44.62,343.16,66.3,99.84,3.91,48.06,245.54,95.74,7.37,53.2,14.37,141.73,37.58,125.06,45.86,116.66,88.23,2124.5,55.25,96.17,131.65,14.79,86.72,3.11,63.85,33.73,164.93,19.14,71.8,55.23,9.69,37.05,6.79,114.27,5.62,141.55,333.89,50.4,28.3,133.27,116.2,57.19,19.79,33.63,21.28,125.49,6.15,56.44,53.6,204.86,11.95,14.29,20.15,212.13,59.53,47.27,115.89,9.32,64.11,36.73,35.39,7.88
2020-01-30,80.97,4.27,89.16,356.74,175.01,7.53,51.3,48.78,226.15,17.12,1870.68,7.75,3.92,136.11,133.22,49.09,323.3,208.58,33.48,7.81,5.19,9.02,52.47,52.98,125.74,277.53,63.81,37.03,7.17,10.09,77.43,33.36,135.37,19.86,5.98,39.47,42.26,69.47,309.47,185.67,13.0,47.24,111.4,4.2,52.72,161.11,158.4,15.01,137.81,35.06,7.99,17.06,209.53,11.32,148.26,92.23,12.73,4.83,64.03,127.6,18.44,1454.25,99.32,244.13,46.98,232.79,2.98,26.41,3.37,19.48,178.34,21.53,37.04,136.77,14.73,11.06,11.16,66.47,7.81,38.49,150.36,135.89,144.63,58.86,61.56,142.67,435.9,66.2,3.03,216.18,118.15,671.08,162.51,48.0,86.5,172.78,180.07,44.97,347.74,66.7,98.19,3.96,48.86,245.81,95.92,7.27,53.31,14.49,143.83,37.07,125.95,45.36,117.12,87.78,2046.0,55.22,96.92,130.97,14.47,85.84,3.12,63.11,34.04,163.34,18.88,71.14,54.54,9.45,37.43,6.82,114.67,5.5,141.08,319.86,49.89,28.21,134.2,128.16,55.8,19.58,33.22,21.51,124.42,6.05,58.33,54.25,208.21,12.01,14.03,19.76,213.34,59.36,47.91,116.58,9.4,64.79,36.98,34.77,7.57
2020-01-31,77.38,4.16,87.14,351.14,171.39,7.47,50.26,47.0,216.05,16.68,2008.72,7.67,4.07,131.24,129.87,48.7,318.27,206.59,32.83,7.63,5.12,8.8,52.43,51.11,123.56,268.85,62.95,36.13,7.11,9.7,74.41,32.8,131.35,19.88,6.03,38.71,41.04,73.78,305.52,182.31,12.61,45.97,107.14,4.04,51.18,158.58,157.95,14.81,138.31,33.56,7.86,16.84,201.91,11.1,144.64,90.17,12.45,4.68,63.2,122.7,18.52,1432.78,96.95,237.75,46.8,228.1,3.03,25.6,3.36,19.41,173.22,21.32,36.29,143.73,14.58,10.96,10.87,63.93,7.61,37.69,148.87,132.36,143.24,58.4,60.95,139.64,428.12,65.31,2.96,213.97,115.44,663.0,158.66,47.53,85.44,170.23,177.0,45.06,345.09,66.28,96.3,3.88,47.49,236.43,94.51,6.99,52.45,14.11,142.02,37.24,124.62,44.01,113.89,85.31,2000.0,53.43,94.52,130.77,14.16,84.83,2.99,61.54,33.51,159.63,18.38,70.18,52.43,9.21,37.62,6.73,110.74,5.25,138.84,313.19,48.59,27.32,131.62,130.11,53.94,19.45,32.48,20.93,120.65,5.88,58.28,53.22,198.97,11.73,13.88,19.61,208.14,59.44,46.94,114.49,9.07,62.12,35.57,32.6,7.42
2020-02-03,77.17,4.13,87.06,358.0,173.94,7.37,51.16,48.02,216.88,16.96,2004.2,7.63,4.02,133.98,131.0,48.51,316.0,213.1,32.97,7.75,5.09,8.76,52.99,50.78,130.49,272.73,63.58,35.23,7.43,9.85,75.13,32.83,129.77,20.15,5.91,39.14,41.16,74.93,302.0,185.42,12.52,46.53,106.28,4.22,51.81,158.29,160.32,14.88,141.32,34.39,7.89,17.09,204.19,11.44,143.84,91.34,12.26,4.79,66.36,124.48,18.28,1482.6,98.12,239.01,46.73,231.54,2.99,25.89,3.31,18.73,171.32,21.3,36.06,146.27,14.43,10.94,10.87,64.42,7.7,39.2,150.17,133.37,143.78,58.58,61.61,141.0,423.86,66.56,2.92,215.18,117.99,677.98,156.59,46.26,87.34,174.38,176.03,45.59,358.0,65.71,99.27,3.88,47.94,240.33,94.25,7.11,53.09,14.2,142.51,37.51,125.11,43.08,116.51,86.48,1963.2,53.14,94.37,132.64,14.58,86.01,3.03,61.32,33.46,161.82,18.23,70.48,51.86,9.3,36.96,6.71,112.51,5.24,138.92,318.34,48.5,27.65,133.61,156.0,54.77,20.06,33.07,21.22,123.4,5.97,58.8,53.69,200.81,11.9,14.22,19.58,210.56,58.05,47.12,114.27,9.03,60.73,36.29,32.94,7.58
2020-02-04,79.71,4.09,88.23,366.74,175.92,7.51,50.65,49.45,221.81,17.17,2049.67,7.64,3.92,136.85,131.85,48.76,317.94,222.88,33.62,7.76,5.21,8.87,52.98,52.17,131.37,283.29,64.29,36.5,7.5,9.86,76.5,34.39,133.51,20.27,5.9,39.4,41.58,75.4,304.9,188.34,12.71,47.62,106.85,4.28,52.7,164.43,162.66,14.71,144.73,37.41,8.1,17.22,209.83,12.04,147.51,93.23,12.58,4.99,67.4,126.63,18.02,1445.41,98.85,241.94,47.12,235.0,2.92,26.07,3.21,18.36,175.21,21.55,36.54,149.11,14.83,11.1,11.12,65.46,7.75,40.35,151.6,135.29,143.38,58.84,62.78,143.44,430.78,67.84,2.98,214.62,119.99,709.86,157.24,46.52,88.36,180.12,178.32,44.23,369.01,65.55,101.38,3.96,48.84,247.13,95.1,7.28,54.04,14.37,143.22,37.69,125.66,43.93,120.08,88.93,1998.0,54.97,96.29,135.48,14.7,88.38,3.1,61.69,34.07,162.62,18.98,73.0,52.75,9.08,37.63,6.8,113.25,5.32,140.95,325.96,48.91,28.26,132.58,177.41,57.52,19.92,33.96,22.24,126.47,5.89,58.47,54.22,203.56,12.23,14.28,19.64,214.48,58.29,47.26,115.27,9.12,59.97,36.57,34.02,7.88
2020-02-05,80.36,4.07,89.56,365.55,178.62,7.6,52.48,49.84,231.94,17.18,2039.87,7.79,3.92,140.11,133.6,49.73,329.55,220.22,34.71,7.87,5.36,8.98,54.36,52.85,130.75,332.87,65.59,37.67,7.53,9.93,78.85,35.47,137.44,20.19,6.16,39.4,41.77,75.73,308.95,185.49,12.98,48.45,110.28,4.19,54.08,168.35,163.28,14.45,141.37,37.13,8.17,17.34,210.11,12.41,149.95,94.18,12.86,5.02,65.87,121.88,18.02,1446.05,98.04,244.3,45.07,238.11,3.08,26.31,3.18,18.19,176.9,21.78,36.98,156.33,15.05,11.04,11.33,67.34,7.82,39.94,153.99,137.59,145.07,58.85,63.52,147.35,435.19,67.89,2.97,214.37,120.62,675.84,162.33,46.28,85.83,179.9,176.69,44.3,369.67,66.06,100.54,4.03,49.52,250.76,96.37,7.41,54.74,14.43,144.3,38.17,126.81,44.4,119.72,90.91,2015.5,55.68,97.94,137.42,15.07,87.56,3.09,62.26,35.07,163.74,16.19,70.51,53.8,9.01,37.81,6.8,115.53,5.32,141.72,332.49,50.04,29.29,136.78,146.94,57.92,19.78,33.39,22.19,132.44,5.94,59.46,55.2,202.81,12.44,14.31,18.94,213.26,59.13,48.31,116.81,9.49,62.73,37.62,34.66,7.94
2020-02-06,81.3,3.89,89.47,367.46,180.26,7.68,53.41,49.32,231.45,16.87,2050.23,7.67,3.96,138.89,133.25,50.03,341.43,220.9,34.67,7.78,5.56,9.08,53.64,52.53,133.16,337.24,67.1,36.88,7.41,9.69,78.97,34.56,137.25,19.74,6.27,40.33,43.1,76.31,310.61,186.73,13.09,48.69,109.49,4.19,53.81,168.86,165.57,14.39,142.7,38.0,8.32,17.36,210.85,12.32,148.63,94.3,12.95,4.98,68.21,125.0,18.35,1475.97,97.85,241.82,44.14,238.84,3.43,26.55,3.11,18.77,176.35,21.84,37.1,156.76,15.04,10.96,11.48,67.09,7.77,40.38,153.53,137.61,144.53,58.99,63.79,147.3,438.97,69.47,2.93,212.87,121.3,671.0,162.89,46.66,85.68,183.63,178.93,44.39,366.95,66.3,100.27,4.2,49.05,254.25,96.96,7.26,54.71,14.63,144.33,38.26,127.14,44.99,119.89,90.61,2000.5,55.38,98.3,136.49,14.94,86.15,3.04,59.47,34.51,160.06,17.0,71.55,54.51,9.09,38.44,6.82,115.14,5.44,143.85,332.0,50.17,29.21,136.5,149.79,58.02,19.53,38.41,22.05,132.52,5.83,59.96,54.8,203.04,12.4,13.95,19.56,216.94,59.44,47.98,116.31,9.44,61.88,37.68,34.12,8.1
2020-02-07,80.01,3.9,87.87,366.09,179.1,7.87,53.46,49.73,229.33,16.71,2079.28,7.5,3.84,136.24,131.82,49.4,336.75,216.53,34.61,7.8,5.65,9.07,54.08,51.07,130.91,338.7,66.25,36.37,7.29,9.69,78.69,34.87,133.37,19.01,6.06,40.25,42.92,76.03,313.63,185.72,13.06,47.97,108.94,4.18,52.55,167.45,163.19,13.97,141.02,36.2,8.77,17.14,212.33,11.8,155.66,93.91,12.83,4.71,68.87,121.56,18.19,1479.11,96.2,238.0,43.95,237.3,3.43,26.49,2.98,18.32,175.28,21.73,37.3,153.41,14.94,10.85,11.55,66.02,7.76,39.99,151.89,137.17,144.82,59.19,64.08,146.41,439.17,66.8,2.91,211.61,118.95,646.02,160.08,46.22,85.08,183.89,179.46,44.02,366.77,65.96,99.44,4.37,47.92,251.59,95.83,7.04,54.72,14.58,145.37,38.05,126.08,44.35,118.88,87.42,1986.0,53.73,98.7,135.06,14.5,86.42,2.91,59.01,34.42,155.74,17.13,70.09,53.63,8.7,38.45,6.76,115.61,5.33,142.34,326.21,49.41,28.88,136.01,149.61,56.2,19.22,37.03,21.52,128.7,5.66,59.67,54.62,202.74,12.04,13.76,19.69,205.07,59.94,47.84,116.45,9.06,61.47,37.17,34.06,7.9
2020-02-10,80.39,3.81,88.3,370.0,179.36,7.86,54.14,52.26,227.42,16.48,2133.91,7.39,3.92,136.64,132.24,49.91,344.67,215.77,34.69,7.84,5.69,9.1,54.67,51.06,131.05,338.93,66.91,36.19,7.13,9.87,78.48,37.34,134.32,18.72,6.2,40.1,42.89,77.35,313.79,189.12,13.18,48.87,109.79,4.15,51.78,168.24,162.25,13.8,142.59,36.02,8.7,17.01,213.06,12.17,156.78,94.38,12.91,4.63,68.99,123.6,18.43,1508.66,97.71,237.36,44.61,240.61,3.16,26.72,3.01,17.89,176.95,21.9,37.44,154.43,15.02,10.92,11.51,66.39,7.89,40.1,151.86,137.74,146.21,59.75,64.28,145.51,439.76,68.16,2.93,213.21,119.38,658.23,160.15,46.2,85.66,188.7,184.07,44.42,371.07,66.3,100.02,4.26,47.66,262.97,97.42,7.0,54.99,14.4,145.66,37.81,126.17,44.07,120.06,88.6,1964.8,53.43,98.52,135.23,14.12,87.53,2.77,59.15,34.35,155.6,17.6,70.17,53.71,8.46,38.34,6.74,116.98,5.3,141.28,333.94,48.87,28.64,136.22,154.26,57.02,18.89,35.96,21.46,129.65,5.52,59.52,54.64,205.99,11.6,13.68,19.33,205.83,60.24,47.77,115.25,9.01,59.96,37.69,34.2,8.09
2020-02-11,79.9,3.81,89.17,369.28,177.97,7.94,54.47,53.8,228.96,16.94,2150.8,7.37,3.93,137.62,132.63,49.78,344.42,217.21,34.77,7.88,5.7,9.22,55.0,51.52,133.99,332.29,66.99,36.55,7.14,9.8,79.09,38.6,136.19,19.07,6.18,40.16,43.03,76.11,310.68,189.11,13.44,49.13,111.21,4.35,52.69,170.26,161.69,14.1,141.01,36.44,8.99,17.43,207.19,12.4,158.0,95.75,12.85,4.83,67.76,122.55,18.44,1510.06,98.04,236.46,44.42,241.64,3.15,26.92,2.77,17.75,179.15,22.23,38.25,153.48,15.22,10.95,11.66,67.41,8.06,40.78,151.99,138.0,145.25,59.59,64.95,144.25,439.85,68.85,2.91,215.73,118.95,651.62,162.45,45.57,85.25,184.44,184.46,44.22,373.69,66.48,100.02,4.41,48.34,267.89,98.23,7.32,55.15,14.82,146.08,38.09,124.16,44.61,118.84,90.0,1987.4,53.85,97.7,136.55,14.48,87.51,2.9,59.66,34.29,155.52,17.61,70.32,54.41,8.86,38.17,6.73,116.69,5.35,142.11,337.78,49.31,29.81,137.38,154.88,58.66,19.16,35.65,21.77,130.7,5.78,59.79,54.93,203.94,11.92,13.68,19.38,204.46,58.69,47.99,115.4,9.17,60.53,37.51,34.76,8.32
2020-02-12,81.8,3.77,88.79,374.29,178.03,8.14,54.28,53.89,227.0,17.92,2160.0,7.31,3.85,139.83,133.24,49.58,347.45,224.31,34.92,7.77,5.8,9.21,55.02,52.37,137.49,331.76,67.0,37.17,7.18,9.76,79.33,40.88,139.59,19.78,5.91,40.45,43.19,75.95,315.12,189.46,13.63,49.93,112.04,4.12,53.55,171.83,160.36,14.18,141.85,37.15,9.21,17.48,210.76,12.67,158.51,95.64,13.16,4.86,66.95,125.47,18.41,1518.63,97.81,238.65,44.23,241.59,2.91,27.16,3.06,18.1,181.18,22.48,38.6,155.31,15.35,11.22,11.78,67.46,7.95,41.64,151.09,138.0,144.29,59.41,64.52,143.51,436.6,71.13,2.97,217.46,116.49,699.82,163.8,45.4,83.25,184.71,184.67,43.89,380.01,66.6,103.0,4.41,48.37,272.54,99.01,7.46,55.73,14.92,146.08,37.74,123.45,45.62,118.56,91.72,2021.0,55.28,97.66,138.16,14.65,88.57,2.97,59.55,35.05,157.0,17.4,70.77,55.09,9.2,38.04,6.88,118.11,5.47,142.43,334.57,49.81,30.45,135.71,153.46,59.63,20.03,36.79,21.85,132.42,5.77,59.67,54.81,207.44,12.12,13.85,19.73,208.29,58.23,47.79,115.85,9.12,61.27,38.19,35.36,8.24
2020-02-13,81.22,3.71,88.68,374.84,180.11,8.0,50.93,54.53,223.04,17.89,2149.87,7.32,4.0,138.16,134.46,49.33,342.82,220.36,34.91,7.61,5.71,9.15,55.77,52.0,135.18,334.25,66.08,36.18,7.19,9.57,79.0,41.48,139.72,19.89,6.11,40.0,42.45,76.37,318.2,188.64,13.65,47.32,111.66,3.95,53.27,170.76,160.46,14.16,140.9,37.19,9.08,17.61,213.14,12.61,161.47,95.31,12.94,4.84,66.8,126.08,18.93,1513.39,98.3,238.35,43.78,242.36,2.96,27.08,3.07,17.92,180.12,22.22,38.21,154.31,15.09,11.1,11.66,67.44,7.89,42.01,150.09,137.88,144.74,59.61,64.13,141.8,434.7,69.31,3.01,217.42,116.83,718.53,159.76,45.65,81.97,183.71,184.12,44.01,381.4,66.56,103.37,4.34,47.95,270.78,97.77,7.3,55.31,14.63,146.47,36.93,124.96,44.53,120.51,90.03,1947.2,54.87,96.32,137.45,14.57,89.93,2.93,58.04,34.67,155.34,17.59,69.6,54.4,9.48,38.31,6.74,118.28,5.61,141.1,335.59,49.19,29.64,136.88,160.8,59.33,20.02,37.16,21.26,132.81,5.62,59.45,55.18,207.4,11.93,13.78,19.67,209.81,58.65,48.12,117.44,8.97,60.93,38.21,36.5,8.15
2020-02-14,81.24,3.79,89.66,379.67,181.25,8.15,48.48,55.31,223.48,17.98,2134.87,7.34,4.1,138.13,135.87,47.85,340.49,219.63,34.85,7.55,5.64,9.08,54.22,51.69,134.57,333.0,66.38,36.0,7.17,9.49,78.79,41.3,137.99,19.98,5.98,40.21,42.1,76.69,318.31,189.95,13.62,46.97,110.08,3.9,53.1,168.07,160.86,14.67,139.54,38.14,9.08,17.43,214.18,12.24,158.62,95.26,12.83,4.77,67.56,127.98,19.72,1518.73,98.18,237.08,43.74,245.03,2.92,26.78,3.13,17.9,180.81,22.37,37.94,150.7,15.09,11.01,11.56,67.27,7.85,41.97,150.13,137.46,145.56,59.95,64.46,141.12,437.85,68.07,2.92,217.09,117.33,735.01,161.01,45.17,82.65,185.35,184.41,44.07,380.4,67.38,103.54,4.33,47.15,289.79,97.63,7.25,55.47,14.64,146.99,36.51,126.14,44.41,122.99,89.6,1927.0,54.5,96.58,137.44,14.87,89.28,2.91,57.73,34.42,156.26,17.56,68.83,54.32,9.26,38.25,6.79,116.63,5.58,140.15,339.19,49.21,29.65,137.76,160.01,58.19,19.75,36.91,21.15,132.21,5.62,59.73,55.11,210.29,11.87,13.62,19.46,209.57,58.51,48.22,117.89,8.79,60.65,37.82,35.23,8.14
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,79.75,3.63,88.88,378.85,179.93,7.99,49.01,56.89,221.69,17.84,2155.67,7.23,4.37,135.98,135.6,49.11,338.88,220.52,34.27,7.32,5.55,9.08,53.6,51.56,134.18,337.1,66.07,36.09,7.02,9.29,77.58,41.32,136.58,19.97,6.28,40.26,42.57,76.07,322.05,191.09,13.65,46.59,110.24,3.78,53.44,166.3,161.77,14.75,139.14,37.87,8.99,17.16,217.8,12.02,158.57,95.03,12.75,4.67,67.01,128.61,20.58,1519.44,97.12,233.21,43.55,243.94,3.23,27.05,3.45,17.92,179.42,22.24,35.82,151.1,15.07,11.21,11.25,66.14,7.68,42.32,149.14,135.64,143.84,59.53,64.47,141.01,435.55,68.16,2.9,216.15,112.66,728.45,158.88,45.22,82.46,187.23,184.87,45.58,387.78,68.33,102.0,4.25,47.39,296.57,97.2,7.23,55.45,14.56,145.6,36.32,124.87,44.2,122.27,88.03,1921.6,54.42,95.2,137.76,14.85,89.23,3.02,57.74,33.65,157.54,17.17,66.64,54.3,9.14,38.26,7.04,117.83,5.55,139.38,337.37,48.66,28.87,135.88,171.68,56.18,19.62,38.06,20.53,131.24,5.51,59.62,54.42,211.2,12.02,13.21,20.2,210.48,57.91,46.99,119.63,8.82,59.88,37.22,34.57,8.1
2020-02-19,80.9,3.67,89.36,383.28,181.25,8.05,49.41,58.9,222.96,18.0,2170.22,7.31,4.42,136.77,136.93,49.31,338.3,222.14,34.72,7.44,5.51,9.08,53.76,51.43,135.81,341.04,65.71,36.25,7.15,9.41,78.05,43.18,136.86,20.22,6.24,40.6,43.15,75.54,323.02,192.87,13.76,46.29,110.74,3.78,53.5,164.93,162.28,15.18,141.3,37.53,8.98,17.49,217.49,12.1,161.14,95.04,12.61,4.71,67.35,129.17,21.0,1524.87,103.67,237.33,43.49,243.64,3.32,27.08,3.8,17.71,180.86,22.43,36.23,150.86,15.16,11.3,10.83,67.11,7.75,42.95,148.94,137.49,143.77,59.77,64.22,140.83,434.48,69.1,2.87,215.63,113.77,742.74,159.34,45.14,82.0,187.28,186.12,46.17,386.19,68.38,102.46,4.2,47.71,314.7,97.22,7.26,55.44,14.89,145.53,36.23,125.44,44.37,123.91,90.56,1933.0,54.34,94.83,139.7,15.12,90.14,3.06,57.59,34.29,158.0,17.2,67.07,54.6,9.15,38.44,7.02,117.39,5.56,137.84,339.74,48.83,28.84,134.51,183.48,57.64,19.33,38.77,20.11,133.13,5.51,59.18,54.75,213.31,12.05,13.38,20.04,211.23,58.22,47.09,117.68,9.2,60.34,36.77,34.04,8.1
2020-02-20,80.07,3.69,88.46,378.96,180.77,7.95,49.8,57.27,222.14,17.6,2153.1,7.38,4.43,136.77,136.58,48.94,336.28,218.04,34.85,7.31,5.54,9.32,53.98,50.64,132.46,336.64,65.17,35.98,6.99,9.38,78.22,50.34,136.93,18.44,6.3,40.6,42.86,75.16,324.08,193.36,13.74,46.85,109.81,3.74,52.55,165.83,161.43,15.22,140.37,37.69,8.93,17.83,214.58,12.08,164.91,94.33,12.53,4.45,67.0,125.99,20.77,1516.99,99.81,232.73,42.76,247.02,3.25,27.33,3.67,17.56,180.7,22.64,36.17,151.22,15.16,11.36,10.9,65.45,7.71,41.48,148.37,137.49,142.17,59.72,62.46,142.0,425.97,67.44,2.88,215.08,113.86,742.59,158.56,45.56,82.49,184.42,185.6,48.1,386.0,68.33,102.53,4.16,47.85,308.7,96.29,7.22,55.51,14.4,145.16,35.85,126.58,43.81,122.43,89.47,1921.0,54.19,94.34,138.43,14.69,88.6,2.97,57.55,33.83,159.95,16.92,66.74,54.04,9.11,38.61,6.75,118.26,5.48,139.11,336.06,48.35,28.97,133.98,179.88,56.48,19.24,39.05,20.6,131.47,4.97,58.56,54.8,211.45,11.85,13.01,20.0,209.06,58.09,47.34,117.69,9.27,59.86,36.78,34.64,7.95
